gene	organ	self_included_baseline	self_included_corrected	controls_baseline	controls_corrected	removed_gene	added_gene	retained_order_preserved	reference_rank_target	max_control_gap_baseline	max_control_gap_corrected
FOXJ3	pancreas	1	0	400	400	FOXJ3	SLC12A7	True	71.50762939453125	0.9886093139648438	0.9939804077148438
SOBP	pancreas	1	0	400	400	SOBP	LRRC7	True	29.61261558532715	1.0933799743652344	1.0933818817138672
NKIRAS1	pancreas	1	0	400	400	NKIRAS1	PDGFA	True	58.51332473754883	1.0262184143066406	1.0289039611816406
OTOS	pancreas	1	0	400	400	OTOS	CRYAA	True	8.158714294433594	0.10342788696289062	0.10342788696289062
GPR137	pancreas	1	0	400	400	GPR137	TXLNA	True	74.68031311035156	1.0718841552734375	1.0718841552734375
OR5J2	pancreas	1	0	400	400	OR5J2	CCDC179	True	7.926337718963623	0.06447458267211914	0.06447458267211914
PHF2	pancreas	1	0	400	400	PHF2	MANBA	True	61.411991119384766	1.0020408630371094	1.0047264099121094
VIPR2	pancreas	1	0	400	400	VIPR2	DMRT1	True	9.158069610595703	0.29282188415527344	0.30088043212890625
GANAB	pancreas	1	0	400	400	GANAB	S100A13	True	97.18461608886719	1.2062149047851562	1.2089004516601562
COL15A1	pancreas	1	0	400	400	COL15A1	PCDH15	True	15.95475959777832	1.7945404052734375	1.8012580871582031
SLC16A14	pancreas	1	0	400	400	SLC16A14	DNAJC27	True	40.86610794067383	1.1068115234375	1.1095008850097656
IYD	pancreas	1	0	400	400	IYD	OR2L2	True	24.070491790771484	1.0208473205566406	1.0235328674316406
RARA	pancreas	1	0	400	400	RARA	MTFMT	True	60.98216247558594	0.9832382202148438	0.9832382202148438
MCF2L	pancreas	1	0	400	400	MCF2L	RHOBTB2	True	45.79035186767578	1.1605377197265625	1.1632270812988281
TCP11X2	pancreas	1	0	400	400	TCP11X2	PRKACG	True	8.262142181396484	0.10342788696289062	0.10342788696289062
GPNMB	pancreas	1	0	400	400	GPNMB	SYCP2	True	40.10315704345703	1.0477066040039062	1.0477142333984375
RASSF6	pancreas	1	0	400	400	RASSF6	ZNF529	True	47.4290771484375	1.1068115234375	1.1068115234375
BTBD16	pancreas	1	0	400	400	BTBD16	FAT4	True	35.50397491455078	1.0692024230957031	1.0718917846679688
RNASEH2B	pancreas	1	0	400	400	RNASEH2B	CEBPZ	True	81.12776947021484	1.0477142333984375	1.0584487915039062
SAGE1	pancreas	1	0	400	400	SAGE1	CHRNB3	True	8.521384239196777	0.17327594757080078	0.17327594757080078
TRIM49B	pancreas	1	0	400	400	TRIM49B	LCE3B	True	7.990812301635742	0.06447458267211914	0.06447458267211914
FGF16	pancreas	1	0	400	400	FGF16	PRAMEF18	True	8.05663013458252	0.06581783294677734	0.06581783294677734
AGAP4	pancreas	1	0	400	400	AGAP4	DCLRE1C	True	53.44670104980469	1.1309890747070312	1.1336746215820312
OVOL3	pancreas	1	0	400	400	OVOL3	CPNE4	True	22.08252716064453	1.0772628784179688	1.0772628784179688
UBA5	pancreas	1	0	400	400	UBA5	PACSIN2	True	84.41865539550781	1.1229324340820312	1.1256179809570312
AKAP9	pancreas	1	0	400	400	AKAP9	DCAKD	True	64.65184020996094	0.9671211242675781	0.9751815795898438
ZNF688	pancreas	1	0	400	400	ZNF688	ZNF45	True	52.01483154296875	1.020843505859375	1.020843505859375
KLLN	pancreas	1	0	400	400	KLLN	MMP17	True	34.76251983642578	1.1336784362792969	1.1336784362792969
CCR6	pancreas	1	0	400	400	CCR6	PRKACG	True	8.262142181396484	0.10342788696289062	0.10342788696289062
SMIM40	pancreas	1	0	400	400	SMIM40	CRYAA	True	8.158714294433594	0.10342788696289062	0.10342788696289062
PODXL	pancreas	1	0	400	400	PODXL	ZNF593	True	81.94578552246094	0.9872665405273438	0.9899444580078125
NOLC1	pancreas	1	0	400	400	NOLC1	PPP2CB	True	90.1380844116211	1.0557708740234375	1.0557785034179688
RANBP2	pancreas	1	0	400	400	RANBP2	SLC37A2	True	72.35116577148438	1.0208587646484375	1.0235366821289062
WAPL	pancreas	1	0	400	400	WAPL	OCLN	True	76.01815795898438	1.0772552490234375	1.0799484252929688
NLGN2	pancreas	1	0	400	400	NLGN2	IGFBP1	True	48.38545227050781	1.1041297912597656	1.1068115234375
OR5D14	pancreas	1	0	400	400	OR5D14	CCDC179	True	7.926337718963623	0.06447458267211914	0.06447458267211914
TGFBR2	pancreas	1	0	400	400	TGFBR2	SLC52A2	True	89.13335418701172	1.0611419677734375	1.0638275146484375
ADCYAP1R1	pancreas	1	0	400	400	ADCYAP1R1	PPP3R2	True	9.738340377807617	0.7777233123779297	0.7777233123779297
BBS10	pancreas	1	0	400	400	BBS10	CD99L2	True	58.40586853027344	1.0423355102539062	1.0423393249511719
GUCD1	pancreas	1	0	400	400	GUCD1	BMI1	True	83.86256408691406	1.0745773315429688	1.0826416015625
LARGE2	pancreas	1	0	400	400	LARGE2	DPP4	True	43.557918548583984	1.0933799743652344	1.0960655212402344
CIRBP	pancreas	1	0	400	400	CIRBP	BANF1	True	97.13894653320312	1.2411346435546875	1.2438201904296875
SULT1E1	pancreas	1	0	400	400	SULT1E1	MEOX1	True	20.806468963623047	1.1363639831542969	1.1363639831542969
VLDLR	pancreas	1	0	400	400	VLDLR	TFEB	True	44.0817756652832	1.0584564208984375	1.0584564208984375
CFAP69	pancreas	1	0	400	400	CFAP69	AKNA	True	41.8735237121582	1.1578559875488281	1.1605415344238281
ZNF132	pancreas	1	0	400	400	ZNF132	ANO7	True	38.37040710449219	1.0960693359375	1.0987548828125
TAS2R8	pancreas	1	0	400	400	TAS2R8	DCANP1	True	8.591232299804688	0.1423797607421875	0.1423797607421875
BICC1	pancreas	1	0	400	400	BICC1	SEPTIN1	True	36.21319580078125	1.0906944274902344	1.0933837890625
CCNG1	pancreas	1	0	400	400	CCNG1	UBE2T	True	93.43702697753906	1.192779541015625	1.192779541015625
ZNF335	pancreas	1	0	400	400	ZNF335	ZNF431	True	54.45411682128906	1.1578521728515625	1.1578559875488281
CCNQ	pancreas	1	0	400	400	CCNQ	ASPHD1	True	69.20535278320312	0.9698028564453125	0.9724884033203125
ZNF718	pancreas	1	0	400	400	ZNF718	FLT3LG	True	45.26918029785156	1.1444244384765625	1.1444244384765625
SPATA9	pancreas	1	0	400	400	SPATA9	FBLN5	True	30.945087432861328	1.0530853271484375	1.0530853271484375
NHSL1	pancreas	1	0	400	400	NHSL1	VGLL3	True	42.50215148925781	1.1712875366210938	1.1712875366210938
RPGRIP1L	pancreas	1	0	400	400	RPGRIP1L	FRMD4B	True	55.243927001953125	1.1551666259765625	1.1578521728515625
CXorf66	pancreas	1	0	400	400	CXorf66	LCE3B	True	7.990812301635742	0.06447458267211914	0.06447458267211914
CD40	pancreas	1	0	400	400	CD40	ST6GALNAC6	True	59.939823150634766	1.0315933227539062	1.0342826843261719
ZNF396	pancreas	1	0	400	400	ZNF396	SPAG8	True	35.732322692871094	1.0960693359375	1.0987548828125
USP35	pancreas	1	0	400	400	USP35	ZNF37A	True	48.444549560546875	1.1014404296875	1.1014404296875
CSRP2	pancreas	1	0	400	400	CSRP2	ZNF440	True	52.114227294921875	1.0315933227539062	1.0342788696289062
ZBTB47	pancreas	1	0	400	400	ZBTB47	FEM1A	True	41.817108154296875	1.1309928894042969	1.1336746215820312
VCX2	pancreas	1	0	400	400	VCX2	LCE3B	True	7.990812301635742	0.06447458267211914	0.06447458267211914
B3GNT7	pancreas	1	0	400	400	B3GNT7	ZNF689	True	48.417686462402344	1.1041259765625	1.1068115234375
IQSEC3	pancreas	1	0	400	400	IQSEC3	ST18	True	18.424942016601562	1.0920391082763672	1.0920391082763672
ASS1	pancreas	1	0	400	400	ASS1	RNF213	True	85.47711181640625	1.1148681640625	1.1283035278320312
FAM161B	pancreas	1	0	400	400	FAM161B	ZNF69	True	45.105308532714844	1.1283035278320312	1.1336746215820312
TCF24	pancreas	1	0	400	400	TCF24	STXBP5L	True	21.46733283996582	1.1121845245361328	1.1148719787597656
CYP3A5	pancreas	1	0	400	400	CYP3A5	OSBPL7	True	58.92703628540039	1.012786865234375	1.012786865234375
SCTR	pancreas	1	0	400	400	SCTR	RFX4	True	8.763163566589355	0.08059310913085938	0.08059310913085938
ZNF582	pancreas	1	0	400	400	ZNF582	CRCT1	True	27.691810607910156	1.018157958984375	1.0208454132080078
PRAC2	pancreas	1	0	400	400	PRAC2	CFAP99	True	25.131635665893555	0.9671192169189453	0.9698047637939453
CNGA2	pancreas	1	0	400	400	CNGA2	CRYAA	True	8.158714294433594	0.10342788696289062	0.10342788696289062
BTC	pancreas	1	0	400	400	BTC	CABLES2	True	48.788414001464844	1.0933837890625	1.0960693359375
GRIN2D	pancreas	1	0	400	400	GRIN2D	SH3PXD2B	True	43.7164192199707	1.0906944274902344	1.0933799743652344
CNTRL	pancreas	1	0	400	400	CNTRL	BTN3A3	True	55.080055236816406	1.1256179809570312	1.1283035278320312
TNRC6A	pancreas	1	0	400	400	TNRC6A	UBE2E2	True	70.38469696044922	1.0342788696289062	1.0342788696289062
ATRNL1	pancreas	1	0	400	400	ATRNL1	CD101	True	27.433914184570312	1.0396537780761719	1.042337417602539
REX1BD	pancreas	1	0	400	400	REX1BD	TBC1D31	True	77.97926330566406	1.0611419677734375	1.0611419677734375
SPRY3	pancreas	1	0	400	400	SPRY3	USP2	True	35.79679870605469	1.1121826171875	1.1121864318847656
C12orf56	pancreas	1	0	400	400	C12orf56	EFCAB12	True	28.094776153564453	1.042337417602539	1.045022964477539
EEF1B2	pancreas	1	0	400	400	EEF1B2	PSME1	True	99.30958557128906	1.910064697265625	1.918121337890625
ZRANB2	pancreas	1	0	400	400	ZRANB2	DDX56	True	87.486572265625	1.184722900390625	1.1900863647460938
UBE2D2	pancreas	1	0	400	400	UBE2D2	CKAP5	True	90.71298217773438	1.1363601684570312	1.1363677978515625
MICALL2	pancreas	1	0	400	400	MICALL2	HERPUD2	True	73.47947692871094	1.004730224609375	1.004730224609375
TNFAIP2	pancreas	1	0	400	400	TNFAIP2	FHL2	True	94.04147338867188	1.192779541015625	1.192779541015625
LYVE1	pancreas	1	0	400	400	LYVE1	TMEM132C	True	8.960617065429688	0.18536376953125	0.18536376953125
CTRB1	pancreas	1	0	400	400	CTRB1	FAM107A	True	20.77691650390625	1.1256160736083984	1.1256160736083984
TBCEL	pancreas	1	0	400	400	TBCEL	AGO1	True	52.589725494384766	1.0450248718261719	1.0477104187011719
MRPS26	pancreas	1	0	400	400	MRPS26	PLOD3	True	83.12648010253906	1.0611419677734375	1.0638275146484375
TCL1A	ovary	1	0	400	400	TCL1A	CCL25	True	20.357833862304688	1.036966323852539	1.042337417602539
SDHA	ovary	1	0	400	400	SDHA	PDCD6IP	True	93.48807525634766	1.2572479248046875	1.2626266479492188
ANLN	ovary	1	0	400	400	ANLN	MICOS13	True	90.96282196044922	1.1283035278320312	1.1336746215820312
ZFP64	ovary	1	0	400	400	ZFP64	NIPBL	True	65.41478729248047	1.0584564208984375	1.0638275146484375
PRSS12	ovary	1	0	400	400	PRSS12	PIGZ	True	46.91059494018555	1.0799484252929688	1.0799484252929688
MPST	ovary	1	0	400	400	MPST	PPP4R3B	True	76.5366439819336	1.0745773315429688	1.0745773315429688
SYNDIG1	ovary	1	0	400	400	SYNDIG1	VWA3A	True	17.84869956970215	1.1551685333251953	1.1551685333251953
PPP1R3B	ovary	1	0	400	400	PPP1R3B	ZNF696	True	49.339134216308594	1.0906906127929688	1.0960693359375
SRCAP	ovary	1	0	400	400	SRCAP	PIGB	True	64.72705841064453	1.0853233337402344	1.0853233337402344
FTMT	ovary	1	0	400	400	FTMT	OCM2	True	7.2856221199035645	0.0456695556640625	0.0456695556640625
RAB5A	ovary	1	0	400	400	RAB5A	POLR2A	True	84.76789093017578	1.1229324340820312	1.1229324340820312
MRPL50	ovary	1	0	400	400	MRPL50	SLC4A7	True	68.95551300048828	1.0315933227539062	1.0315933227539062
NAGA	ovary	1	0	400	400	NAGA	HSCB	True	65.35568237304688	1.0638351440429688	1.0692062377929688
TAFA3	ovary	1	0	400	400	TAFA3	ALOX12B	True	27.79926872253418	0.9617462158203125	0.9671192169189453
FYB1	ovary	1	0	400	400	FYB1	UTS2R	True	24.77433967590332	1.0315933227539062	1.0369644165039062
HMOX2	ovary	1	0	400	400	HMOX2	THOP1	True	84.15538024902344	1.1175613403320312	1.1175613403320312
TMEM266	ovary	1	0	400	400	TMEM266	MAGEA4	True	29.540081024169922	1.074575424194336	1.074575424194336
SCAMP1	ovary	1	0	400	400	SCAMP1	GSK3B	True	78.20223236083984	1.0960617065429688	1.0960617065429688
TRA2B	ovary	1	0	400	400	TRA2B	RANBP1	True	97.31356048583984	1.3324737548828125	1.3324737548828125
FOXO1	ovary	1	0	400	400	FOXO1	TNK1	True	45.45991897583008	1.1229324340820312	1.1283035278320312
CEP44	ovary	1	0	400	400	CEP44	ZNF394	True	62.884159088134766	1.0047264099121094	1.0047264099121094
IZUMO3	ovary	1	0	400	400	IZUMO3	OR56A1	True	7.403825283050537	0.05910205841064453	0.05910205841064453
DENND10	ovary	1	0	400	400	DENND10	LDB1	True	79.07263946533203	1.0584564208984375	1.0638351440429688
SLC1A2	ovary	1	0	400	400	SLC1A2	IL17C	True	20.132173538208008	1.0638294219970703	1.0692024230957031
UBE2M	ovary	1	0	400	400	UBE2M	ATP2A2	True	91.5430908203125	1.1014404296875	1.1068115234375
FSHR	ovary	1	0	400	400	FSHR	LYZL2	True	7.374274730682373	0.034923553466796875	0.034923553466796875
FCRL5	ovary	1	0	400	400	FCRL5	KCTD8	True	10.348162651062012	0.8596601486206055	0.8596601486206055
AMY1C	ovary	1	0	400	400	AMY1C	LPA	True	9.488502502441406	0.5372886657714844	0.5372886657714844
FBXO2	ovary	1	0	400	400	FBXO2	CEBPD	True	63.308616638183594	0.9912948608398438	0.9939804077148438
TGM7	ovary	1	0	400	400	TGM7	KCTD8	True	10.348162651062012	0.8596601486206055	0.8596601486206055
KRTAP5-5	ovary	1	0	400	400	KRTAP5-5	USP29	True	7.339351177215576	0.01880502700805664	0.01880502700805664
TP53TG3B	ovary	1	0	400	400	TP53TG3B	CYP17A1	True	14.936599731445312	1.6924571990966797	1.6924571990966797
PCDH8	ovary	1	0	400	400	PCDH8	GSTM5	True	10.44756031036377	0.9590578079223633	0.9590578079223633
GRIA1	ovary	1	0	400	400	GRIA1	NUP210L	True	13.647109031677246	2.530625343322754	2.530625343322754
PRKAB1	ovary	1	0	400	400	PRKAB1	DNAAF5	True	70.18052673339844	1.0262222290039062	1.0262222290039062
PUM3	ovary	1	0	400	400	PUM3	SNX4	True	77.15452575683594	1.0530853271484375	1.0530853271484375
ADPRHL1	ovary	1	0	400	400	ADPRHL1	HOXB8	True	46.126155853271484	1.1444244384765625	1.1497955322265625
PTPRB	ovary	1	0	400	400	PTPRB	PCLO	True	37.76058578491211	1.0906944274902344	1.0906944274902344
ABCG8	ovary	1	0	400	400	ABCG8	BTG4	True	17.311412811279297	1.1927776336669922	1.2035236358642578
LRFN3	ovary	1	0	400	400	LRFN3	KLF9	True	47.64667892456055	1.0369644165039062	1.0369644165039062
SCAPER	ovary	1	0	400	400	SCAPER	GCH1	True	49.57554244995117	1.1014404296875	1.1121864318847656
TIGD5	ovary	1	0	400	400	TIGD5	GALNT18	True	44.5250358581543	1.187408447265625	1.1927757263183594
HNRNPU	ovary	1	0	400	400	HNRNPU	NME2	True	98.03352355957031	1.3378524780273438	1.3485946655273438
OR51G2	ovary	1	0	400	400	OR51G2	OCM2	True	7.2856221199035645	0.0456695556640625	0.0456695556640625
PROM1	ovary	1	0	400	400	PROM1	CACNA1D	True	31.957876205444336	0.9939823150634766	0.9993553161621094
ARL4A	ovary	1	0	400	400	ARL4A	ATP2B1	True	72.90995025634766	0.9993515014648438	0.999359130859375
LAP3	ovary	1	0	400	400	LAP3	PEX19	True	84.94519805908203	1.1444244384765625	1.1444244384765625
ZNF319	ovary	1	0	400	400	ZNF319	YBX2	True	44.64861297607422	1.1712875366210938	1.1712875366210938
KNOP1	ovary	1	0	400	400	KNOP1	NREP	True	75.32237243652344	1.0745773315429688	1.0745773315429688
NEK4	ovary	1	0	400	400	NEK4	XPA	True	60.917686462402344	0.9671173095703125	0.9671173095703125
FXR2	ovary	1	0	400	400	FXR2	MON1B	True	70.82795715332031	1.0181655883789062	1.0181655883789062
ZNF222	ovary	1	0	400	400	ZNF222	ZNF775	True	46.30345916748047	1.1390495300292969	1.1390495300292969
CD8B	ovary	1	0	400	400	CD8B	LPA	True	9.501934051513672	0.55072021484375	0.55072021484375
SLC35C1	ovary	1	0	400	400	SLC35C1	IFT122	True	60.34816360473633	0.9563713073730469	0.9563713073730469
ACER2	ovary	1	0	400	400	ACER2	MCIDAS	True	37.70148468017578	1.0906906127929688	1.0906944274902344
FAHD1	ovary	1	0	400	400	FAHD1	NMU	True	75.03223419189453	1.0960617065429688	1.0960617065429688
GAS1	ovary	1	0	400	400	GAS1	RPEL1	True	35.26757049560547	1.1390495300292969	1.1444206237792969
NCF4	ovary	1	0	400	400	NCF4	INSYN2A	True	20.89512062072754	0.9886112213134766	0.9939823150634766
CSNK1A1	ovary	1	0	400	400	CSNK1A1	PDIA4	True	94.72920989990234	1.2142715454101562	1.2196426391601562
UQCC1	ovary	1	0	400	400	UQCC1	TNIP1	True	85.24070739746094	1.1014404296875	1.1014404296875
BLOC1S3	ovary	1	0	400	400	BLOC1S3	DNM1	True	53.83623504638672	1.1497955322265625	1.1551666259765625
CEP68	ovary	1	0	400	400	CEP68	MPP3	True	49.91940689086914	1.0960655212402344	1.1014404296875
EDA2R	ovary	1	0	400	400	EDA2R	NYAP2	True	20.438426971435547	1.0315933227539062	1.0315933227539062
CDNF	ovary	1	0	400	400	CDNF	EID3	True	37.674617767333984	1.0853195190429688	1.0853233337402344
CACNG2	ovary	1	0	400	400	CACNG2	MAGEB18	True	7.8363423347473145	0.3734149932861328	0.3734149932861328
PELI2	ovary	1	0	400	400	PELI2	AMT	True	42.349021911621094	1.0208473205566406	1.0262184143066406
AHRR	ovary	1	0	400	400	AHRR	KLHDC1	True	36.25080490112305	1.1336746215820312	1.1390495300292969
HES4	ovary	1	0	400	400	HES4	HYLS1	True	60.546958923339844	0.9671173095703125	0.9778633117675781
LRRC28	ovary	1	0	400	400	LRRC28	PCNX1	True	62.873416900634766	1.0047264099121094	1.004730224609375
ZNF491	ovary	1	0	400	400	ZNF491	ANKDD1B	True	30.96389389038086	0.9939823150634766	0.9993553161621094
CYP11B1	ovary	1	0	400	400	CYP11B1	OCM2	True	7.2856221199035645	0.0456695556640625	0.0456695556640625
OARD1	ovary	1	0	400	400	OARD1	UPF3A	True	79.73887634277344	1.0262222290039062	1.0423431396484375
ZNF26	ovary	1	0	400	400	ZNF26	ACADSB	True	52.93896484375	1.0799484252929688	1.0960693359375
CCNB3	ovary	1	0	400	400	CCNB3	PIWIL4	True	33.0539436340332	0.9993553161621094	1.0047264099121094
SLC35D1	ovary	1	0	400	400	SLC35D1	RGMB	True	50.7736930847168	1.0745735168457031	1.0745735168457031
UNC80	ovary	1	0	400	400	UNC80	HCRTR1	True	17.859445571899414	1.1497955322265625	1.1605415344238281
LUZP1	ovary	1	0	400	400	LUZP1	LIX1L	True	62.1695671081543	0.9939804077148438	0.9993553161621094
TMEM192	ovary	1	0	400	400	TMEM192	BRI3BP	True	64.06619262695312	1.0477104187011719	1.0477142333984375
CENPH	ovary	1	0	400	400	CENPH	RWDD3	True	72.57683563232422	0.999359130859375	1.0047225952148438
MMP14	ovary	1	0	400	400	MMP14	ATXN7L3	True	79.7711181640625	1.0423355102539062	1.0423431396484375
ENPP1	ovary	1	0	400	400	ENPP1	ATP8A1	True	39.57661819458008	1.1175575256347656	1.1175613403320312
NT5DC4	ovary	1	0	400	400	NT5DC4	CYP2C8	True	19.992477416992188	1.074575424194336	1.0799484252929688
CDCP2	ovary	1	0	400	400	CDCP2	BPI	True	8.475714683532715	0.20954227447509766	0.20954227447509766
RPL7	ovary	1	0	400	400	RPL7	C11orf58	True	99.75821685791016	2.4285354614257812	2.4339065551757812
S100G	ovary	1	0	400	400	S100G	OR56A1	True	7.403825283050537	0.05910205841064453	0.05910205841064453
OR52J3	ovary	1	0	400	400	OR52J3	OR6N2	True	7.239952564239502	0.0456695556640625	0.0456695556640625
ADGRG1	ovary	1	0	400	400	ADGRG1	TRIAP1	True	87.38985443115234	1.192779541015625	1.192779541015625
SLC7A9	ovary	1	0	400	400	SLC7A9	RPA4	True	26.187406539916992	0.9671173095703125	0.9724903106689453
GBF1	ovary	1	0	400	400	GBF1	CENPA	True	79.20696258544922	1.0530853271484375	1.0638275146484375
SLC1A5	ovary	1	0	400	400	SLC1A5	IRAK1	True	93.06898498535156	1.2411346435546875	1.2465057373046875
KHDC4	ovary	1	0	400	400	KHDC4	NKIRAS2	True	82.43606567382812	1.0638351440429688	1.0638351440429688
TMEM241	ovary	1	0	400	400	TMEM241	KAT14	True	52.25123596191406	1.0799484252929688	1.0853195190429688
USP9Y	ovary	1	0	400	400	USP9Y	PLA2G4D	True	15.269718170166016	1.5849990844726562	1.5903711318969727
DPH2	ovary	1	0	400	400	DPH2	RPF1	True	80.97463989257812	1.0638275146484375	1.0638275146484375
MBTPS2	ovary	1	0	400	400	MBTPS2	DOCK1	True	63.770687103271484	0.9778671264648438	0.9832344055175781
LY86	ovary	1	0	400	400	LY86	MUC22	True	9.7329683303833	0.5426607131958008	0.5426607131958008
MAPKBP1	ovary	1	0	400	400	MAPKBP1	LRRCC1	True	51.53126907348633	1.0638275146484375	1.0638275146484375
MIS18BP1	ovary	1	0	400	400	MIS18BP1	RNF146	True	74.74747467041016	1.1014404296875	1.1014404296875
TULP1	ovary	1	0	400	400	TULP1	SGCD	True	18.294649124145508	1.1927776336669922	1.1927776336669922
GPR45	ovary	1	0	400	400	GPR45	LDB3	True	25.155813217163086	1.0154743194580078	1.0208473205566406
EDNRB	ovary	1	0	400	400	EDNRB	GNA15	True	24.398237228393555	1.0262184143066406	1.0262203216552734
PIGZ	ovary	1	0	400	400	PIGZ	AGAP5	True	45.83064651489258	1.1444244384765625	1.1497955322265625
MKRN2OS	ovary	1	0	400	400	MKRN2OS	MAP1A	True	32.59724807739258	1.010101318359375	1.0262184143066406
ALDH16A1	ovary	1	0	400	400	ALDH16A1	CMTM8	True	61.31528091430664	1.0477104187011719	1.0530853271484375
NR2C2AP	ovary	1	0	400	400	NR2C2AP	ECSIT	True	76.96109771728516	1.0530853271484375	1.0638275146484375
DUSP3	ovary	1	0	400	400	DUSP3	UBE2E2	True	79.7173843383789	1.026214599609375	1.0369644165039062
AMHR2	ovary	1	0	400	400	AMHR2	KCTD8	True	10.348162651062012	0.8596601486206055	0.8596601486206055
ATP5PD	ovary	1	0	400	400	ATP5PD	NPM1	True	98.39888000488281	1.3539657592773438	1.3539657592773438
MBNL1	ovary	1	0	400	400	MBNL1	KIAA2013	True	82.44680786132812	1.0638275146484375	1.0691986083984375
ADAMTS12	ovary	1	0	400	400	ADAMTS12	GJD3	True	31.35074234008789	1.010101318359375	1.015472412109375
DEFB126	ovary	1	0	400	400	DEFB126	LYZL2	True	7.374274730682373	0.034923553466796875	0.034923553466796875
FOXJ3	ovary	1	0	400	400	FOXJ3	PPAT	True	73.43112182617188	1.0906982421875	1.0960617065429688
SOBP	ovary	1	0	400	400	SOBP	ACRBP	True	34.66580581665039	1.0369644165039062	1.0423355102539062
NKIRAS1	ovary	1	0	400	400	NKIRAS1	SNX10	True	60.79948425292969	0.9617462158203125	0.9617462158203125
OTOS	ovary	1	0	400	400	OTOS	SCYGR4	True	8.266172409057617	0.3223729133605957	0.3223729133605957
GPR137	ovary	1	0	400	400	GPR137	PIGP	True	75.4352035522461	1.0530853271484375	1.0530853271484375
OR5J2	ovary	1	0	400	400	OR5J2	OCM2	True	7.2856221199035645	0.0456695556640625	0.0456695556640625
PHF2	ovary	1	0	400	400	PHF2	FAM156B	True	56.83967208862305	1.1121864318847656	1.1175575256347656
VIPR2	ovary	1	0	400	400	VIPR2	DCX	True	16.34429359436035	1.3324737548828125	1.337845802307129
GANAB	ovary	1	0	400	400	GANAB	ATP5MF	True	97.61444091796875	1.3485946655273438	1.3539657592773438
COL15A1	ovary	1	0	400	400	COL15A1	P2RY4	True	19.89039421081543	1.1014385223388672	1.1014385223388672
SLC16A14	ovary	1	0	400	400	SLC16A14	TLL2	True	36.82033157348633	1.1068115234375	1.1068115234375
IYD	ovary	1	0	400	400	IYD	KCNJ9	True	14.119922637939453	2.1384048461914062	2.1652698516845703
RARA	ovary	1	0	400	400	RARA	SLC49A4	True	57.919620513916016	1.0477142333984375	1.0477142333984375
MCF2L	ovary	1	0	400	400	MCF2L	PHETA2	True	45.05695343017578	1.1605415344238281	1.1659126281738281
TCP11X2	ovary	1	0	400	400	TCP11X2	AKAP4	True	7.484418869018555	0.12626266479492188	0.12626266479492188
GPNMB	ovary	1	0	400	400	GPNMB	RTN4R	True	49.76896667480469	1.0906944274902344	1.0960655212402344
RASSF6	ovary	1	0	400	400	RASSF6	ILDR2	True	32.29636764526367	0.9939842224121094	0.9993553161621094
BTBD16	ovary	1	0	400	400	BTBD16	CAPN6	True	24.93552589416504	1.042337417602539	1.042337417602539
RNASEH2B	ovary	1	0	400	400	RNASEH2B	GRK6	True	77.06855773925781	1.0584564208984375	1.0584564208984375
SAGE1	ovary	1	0	400	400	SAGE1	DBX2	True	8.655706405639648	0.29550743103027344	0.29550743103027344
TRIM49B	ovary	1	0	400	400	TRIM49B	OR1K1	True	7.9437994956970215	0.4593806266784668	0.4593806266784668
FGF16	ovary	1	0	400	400	FGF16	KIR2DL4	True	7.358156204223633	0.02686452865600586	0.02686452865600586
AGAP4	ovary	1	0	400	400	AGAP4	WWOX	True	53.65892791748047	1.1121864318847656	1.1121864318847656
OVOL3	ovary	1	0	400	400	OVOL3	SLC5A11	True	19.879648208618164	1.1014404296875	1.1068115234375
UBA5	ovary	1	0	400	400	UBA5	TSPAN31	True	83.82763671875	1.1229324340820312	1.1229324340820312
AKAP9	ovary	1	0	400	400	AKAP9	NAA35	True	61.954654693603516	0.9939804077148438	0.9939842224121094
ZNF688	ovary	1	0	400	400	ZNF688	BRCA2	True	49.333763122558594	1.0853195190429688	1.0960655212402344
KLLN	ovary	1	0	400	400	KLLN	BANK1	True	33.55362319946289	0.9939842224121094	0.9993515014648438
CCR6	ovary	1	0	400	400	CCR6	OR56A1	True	7.403825283050537	0.05910205841064453	0.05910205841064453
SMIM40	ovary	1	0	400	400	SMIM40	USP29	True	7.339351177215576	0.01880502700805664	0.01880502700805664
PODXL	ovary	1	0	400	400	PODXL	REX1BD	True	78.94369506835938	1.0530776977539062	1.0530853271484375
NOLC1	ovary	1	0	400	400	NOLC1	RPS27L	True	91.2422103881836	1.1121902465820312	1.1175537109375
RANBP2	ovary	1	0	400	400	RANBP2	DRG2	True	73.61917114257812	1.1121826171875	1.1175613403320312
WAPL	ovary	1	0	400	400	WAPL	RNF138	True	74.86567687988281	1.1336746215820312	1.1336746215820312
NLGN2	ovary	1	0	400	400	NLGN2	P3H3	True	59.655059814453125	0.9080162048339844	0.91339111328125
OR5D14	ovary	1	0	400	400	OR5D14	OCM2	True	7.2856221199035645	0.0456695556640625	0.0456695556640625
TGFBR2	ovary	1	0	400	400	TGFBR2	ELP6	True	79.68515014648438	1.0262222290039062	1.0315933227539062
ADCYAP1R1	ovary	1	0	400	400	ADCYAP1R1	OMD	True	16.39802360534668	1.3217287063598633	1.3217287063598633
BBS10	ovary	1	0	400	400	BBS10	SLC35G2	True	56.86116409301758	1.1068153381347656	1.1068153381347656
